state,best,wins
011212120,-3,-1
011212121,-3,-1
011212122,-3,-1
011212200,7,4
011212201,7,2
011212202,7,2
011212210,-3,-1
011212211,-3,-1
011212212,-3,-1
011212220,0,2
011212221,0,1
011212222,-2,1
011220000,0,67
011220001,5,12
011220002,0,14
011220010,0,17
011220011,6,3
011220012,0,5
011220020,0,17
011220021,5,4
011220022,0,5
011220100,0,17
011220101,7,3
011220102,0,5
011220110,8,4
011220111,-3,-1
011220112,0,2
011220120,0,5
011220121,5,2
011220122,0,2
011220200,0,14
011220201,5,4
011220202,0,5
011220210,0,5
011220211,5,2
011220212,0,2
011220220,0,5
011220221,5,2
011220222,-2,1
011221000,8,14
011221001,-3,-1
011221002,0,5
011221010,8,4
011221011,-3,-1
011221012,0,2
011221020,8,4
011221021,-3,-1
011221022,0,2
011221100,8,4
011221101,-3,-1
011221102,0,2
011221110,8,2
011221111,-3,-1
011221112,0,1
011221120,8,2
011221121,-3,-1
011221122,0,1
011221200,8,4
011221201,-3,-1
011221202,0,2
011221210,8,2
011221211,-3,-1
011221212,0,1
011221220,8,2
011221221,-3,-1
011221222,-2,1
011222000,-2,1
011222001,-2,1
011222002,-2,1
011222010,-2,1
011222011,-2,1
011222012,-2,1
011222020,-2,1
011222021,-2,1
011222022,-2,1
011222100,-2,1
011222101,-2,1
011222102,-2,1
011222110,-2,1
011222111,-3,-1
011222112,-2,1
011222120,-2,1
011222121,-2,1
011222122,-2,1
011222200,-2,1
011222201,-2,1
011222202,-2,1
011222210,-2,1
011222211,-2,1
011222212,-2,1
011222220,-2,1
011222221,-2,1
011222222,-2,1
012000000,8,3074
012000001,7,432
012000002,7,377
012000010,4,389
012000011,6,56
012000012,4,61
012000020,8,432
012000021,6,66
012000022,6,56
012000100,8,368
012000101,7,73
012000102,7,68
012000110,8,50
012000111,-3,-1
012000112,4,13
012000120,8,54
012000121,5,8
012000122,5,13
012000200,8,405
012000201,7,88
012000202,7,56
012000210,4,65
012000211,4,16
012000212,4,14
012000220,8,68
012000221,5,17
012000222,-2,1
012001000,8,436
012001001,7,96
012001002,7,84
012001010,4,79
012001011,6,14
012001012,4,15
012001020,8,66
012001021,6,12
012001022,6,13
012001100,8,96
012001101,7,19
012001102,7,16
012001110,8,14
012001111,-3,-1
012001112,4,5
012001120,8,8
012001121,4,6
012001122,4,4
012001200,8,88
012001201,7,21
012001202,7,18
012001210,4,16
012001211,4,5
012001212,4,5
012001220,8,18
012001221,4,6
012001222,-2,1
012002000,8,365
012002001,7,90
012002002,-2,1
012002010,4,67
012002011,6,14
012002012,-2,1
012002020,8,64
012002021,6,12
012002022,-2,1
012002100,8,74
012002101,7,15
012002102,-2,1
012002110,8,12
012002111,-3,-1
012002112,-2,1
012002120,8,13
012002121,4,4
012002122,-2,1
012002200,8,64
012002201,7,17
012002202,-2,1
012002210,4,14
012002211,4,5
012002212,-2,1
012002220,8,18
012002221,4,4
012002222,-2,1
012010000,7,301
012010001,7,50
012010002,7,55
012010010,-3,-1
012010011,-3,-1
012010012,-3,-1
012010020,8,72
012010021,0,11
012010022,6,14
012010100,7,67
012010101,7,14
012010102,7,13
012010110,-3,-1
012010111,-3,-1
012010112,-3,-1
012010120,8,12
012010121,0,5
012010122,5,4
012010200,7,73
012010201,7,14
012010202,7,14
012010210,-3,-1
012010211,-3,-1
012010212,-3,-1
012010220,8,17
012010221,0,5
012010222,-2,1
012011000,7,50
012011001,7,9
012011002,7,10
012011010,-3,-1
012011011,-3,-1
012011012,-3,-1
012011020,3,11
012011021,3,4
012011022,3,3
012011100,7,14
012011101,7,3
012011102,7,4
012011110,-3,-1
012011111,-3,-1
012011112,-3,-1
012011120,3,5
012011121,3,2
012011122,3,1
012011200,7,14
012011201,7,3
012011202,7,4
012011210,-3,-1
012011211,-3,-1
012011212,-3,-1
012011220,3,5
012011221,3,2
012011222,-2,1
012012000,7,55
012012001,7,10
012012002,-2,1
012012010,-3,-1
012012011,-3,-1
012012012,-3,-1
012012020,8,13
012012021,0,3
012012022,-2,1
012012100,7,13
012012101,7,4
012012102,-2,1
012012110,-3,-1
012012111,-3,-1
012012112,-3,-1
012012120,8,4
012012121,0,1
012012122,-2,1
012012200,7,13
012012201,7,4
012012202,-2,1
012012210,-3,-1
012012211,-3,-1
012012212,-3,-1
012012220,8,4
012012221,0,1
012012222,-2,1
012020000,8,365
012020001,7,70
012020002,7,48
012020010,8,82
012020011,6,16
012020012,6,15
012020020,8,64
012020021,6,13
012020022,6,15
012020100,8,72
012020101,7,11
012020102,7,14
012020110,8,15
012020111,-3,-1
012020112,5,4
012020120,8,12
012020121,5,2
012020122,5,4
012020200,-2,1
012020201,-2,1
012020202,-2,1
012020210,-2,1
012020211,-2,1
012020212,-2,1
012020220,-2,1
012020221,-2,1
012020222,-2,1
012021000,8,64
012021001,7,13
012021002,7,14
012021010,8,17
012021011,6,5
012021012,6,4
012021020,8,13
012021021,6,2
012021022,6,4
012021100,8,12
012021101,7,5
012021102,7,4
012021110,8,5
012021111,-3,-1
012021112,3,1
012021120,8,2
012021121,3,0
012021122,3,1
012021200,-2,1
012021201,-2,1
012021202,-2,1
012021210,-2,1
012021211,-2,1
012021212,-2,1
012021220,-2,1
012021221,-2,1
012021222,-2,1
012022000,8,48
012022001,7,14
012022002,-2,1
012022010,8,15
012022011,6,5
012022012,-2,1
012022020,8,15
012022021,6,4
012022022,-2,1
012022100,8,14
012022101,7,5
012022102,-2,1
012022110,8,5
012022111,-3,-1
012022112,-2,1
012022120,8,4
012022121,3,1
012022122,-2,1
012022200,-2,1
012022201,-2,1
012022202,-2,1
012022210,-2,1
012022211,-2,1
012022212,-2,1
012022220,-2,1
012022221,-2,1
012022222,-2,1
012100000,8,488
012100001,7,90
012100002,7,86
012100010,4,73
012100011,6,14
012100012,4,17
012100020,8,84
012100021,6,16
012100022,6,18
012100100,0,67
012100101,7,14
012100102,0,17
012100110,8,9
012100111,-3,-1
012100112,4,4
012100120,0,11
012100121,0,5
012100122,0,5
012100200,8,88
012100201,7,21
012100202,7,15
012100210,4,16
012100211,4,5
012100212,4,5
012100220,8,14
012100221,5,6
012100222,-2,1
012101000,4,79
012101001,4,19
012101002,4,19
012101010,4,19
012101011,6,4
012101012,4,5
012101020,4,15
012101021,4,5
012101022,4,5
012101100,4,14
012101101,7,3
012101102,4,4
012101110,8,3
012101111,-3,-1
012101112,4,2
012101120,4,4
012101121,4,2
012101122,4,2
012101200,4,16
012101201,4,5
012101202,4,5
012101210,4,5
012101211,4,2
012101212,4,2
012101220,4,5
012101221,4,2
012101222,-2,1
012102000,8,80
012102001,7,20
012102002,-2,1
012102010,4,17
012102011,6,4
012102012,-2,1
012102020,8,13
012102021,6,4
012102022,-2,1
012102100,0,13
012102101,7,4
012102102,-2,1
012102110,8,3
012102111,-3,-1
012102112,-2,1
012102120,0,3
012102121,0,1
012102122,-2,1
012102200,8,14
012102201,7,6
012102202,-2,1
012102210,4,5
012102211,4,2
012102212,-2,1
012102220,8,4
012102221,4,1
012102222,-2,1
012110000,7,44
012110001,7,9
012110002,7,12
012110010,-3,-1
012110011,-3,-1
012110012,-3,-1
012110020,5,15
012110021,5,4
012110022,5,5
012110100,7,9
012110101,7,3
012110102,7,3
012110110,-3,-1
012110111,-3,-1
012110112,-3,-1
012110120,5,4
012110121,5,2
012110122,5,2
012110200,7,14
012110201,7,3
012110202,7,4
012110210,-3,-1
012110211,-3,-1
012110212,-3,-1
012110220,5,5
012110221,5,2
012110222,-2,1
012111000,-3,-1
012111001,-3,-1
012111002,-3,-1
012111010,-3,-1
012111011,-3,-1
012111012,-3,-1
012111020,-3,-1
012111021,-3,-1
012111022,-3,-1
012111100,-3,-1
012111101,-3,-1
012111102,-3,-1
012111110,-3,-1
012111111,-3,-1
012111112,-3,-1
012111120,-3,-1
012111121,-3,-1
012111122,-3,-1
012111200,-3,-1
012111201,-3,-1
012111202,-3,-1
012111210,-3,-1
012111211,-3,-1
012111212,-3,-1
012111220,-3,-1
012111221,-3,-1
012111222,-3,-1
012112000,7,13
012112001,7,4
012112002,-2,1
012112010,-3,-1
012112011,-3,-1
012112012,-3,-1
012112020,8,4
012112021,0,1
012112022,-2,1
012112100,7,4
012112101,7,2
012112102,-2,1
012112110,-3,-1
012112111,-3,-1
012112112,-3,-1
012112120,0,1
012112121,0,1
012112122,-2,1
012112200,7,5
012112201,7,2
012112202,-2,1
012112210,-3,-1
012112211,-3,-1
012112212,-3,-1
012112220,8,1
012112221,0,1
012112222,-2,1
012120000,8,82
012120001,7,17
012120002,7,15
012120010,8,21
012120011,6,5
012120012,6,6
012120020,8,17
012120021,6,4
012120022,6,6
012120100,0,15
012120101,7,4
012120102,0,5
012120110,8,4
012120111,-3,-1
012120112,0,2
012120120,0,3
012120121,0,1
012120122,0,2
012120200,-2,1
012120201,-2,1
012120202,-2,1
012120210,-2,1
012120211,-2,1
012120212,-2,1
012120220,-2,1
012120221,-2,1
012120222,-2,1
012121000,8,17
012121001,7,6
012121002,7,6
012121010,8,6
012121011,6,2
012121012,6,2
012121020,8,4
012121021,6,1
012121022,6,2
012121100,0,5
012121101,7,2
012121102,0,2
012121110,8,2
012121111,-3,-1
012121112,0,1
012121120,0,1
012121121,0,1
012121122,0,1
012121200,-2,1
012121201,-2,1
012121202,-2,1
012121210,-2,1
012121211,-2,1
012121212,-2,1
012121220,-2,1
012121221,-2,1
012121222,-2,1
012122000,8,14
012122001,7,6
012122002,-2,1
012122010,8,6
012122011,6,2
012122012,-2,1
012122020,8,4
012122021,6,1
012122022,-2,1
012122100,0,5
012122101,7,2
012122102,-2,1
012122110,8,2
012122111,-3,-1
012122112,-2,1
012122120,0,1
012122121,0,1
012122122,-2,1
012122200,-2,1
012122201,-2,1
012122202,-2,1
012122210,-2,1
012122211,-2,1
012122212,-2,1
012122220,-2,1
012122221,-2,1
012122222,-2,1
012200000,8,448
012200001,7,78
012200002,7,72
012200010,4,67
012200011,6,14
012200012,4,17
012200020,8,72
012200021,6,16
012200022,6,18
012200100,8,60
012200101,7,11
012200102,7,13
012200110,8,10
012200111,-3,-1
012200112,4,3
012200120,8,8
012200121,5,2
012200122,5,2
012200200,8,76
012200201,7,18
012200202,7,12
012200210,4,14
012200211,4,5
012200212,4,5
012200220,8,15
012200221,5,6
012200222,-2,1
012201000,8,66
012201001,7,16
012201002,7,16
012201010,4,15
012201011,6,4
012201012,4,3
012201020,8,12
012201021,6,2
012201022,6,2
012201100,8,8
012201101,7,5
012201102,7,2
012201110,8,4
012201111,-3,-1
012201112,4,1
012201120,8,0
012201121,4,0
012201122,4,0
012201200,8,18
012201201,7,6
012201202,7,6
012201210,4,5
012201211,4,2
012201212,4,2
012201220,8,6
012201221,4,2
012201222,-2,1
012202000,8,64
012202001,7,17
012202002,-2,1
012202010,4,14
012202011,6,4
012202012,-2,1
012202020,8,18
012202021,6,4
012202022,-2,1
012202100,8,14
012202101,7,5
012202102,-2,1
012202110,8,4
012202111,-3,-1
012202112,-2,1
012202120,8,4
012202121,4,1
012202122,-2,1
012202200,8,15
012202201,7,6
012202202,-2,1
012202210,4,5
012202211,4,2
012202212,-2,1
012202220,8,6
012202221,4,2
012202222,-2,1
012210000,7,55
012210001,7,10
012210002,7,13
012210010,-3,-1
012210011,-3,-1
012210012,-3,-1
012210020,8,16
012210021,0,3
012210022,6,4
012210100,7,11
012210101,7,4
012210102,7,3
012210110,-3,-1
012210111,-3,-1
012210112,-3,-1
012210120,8,2
012210121,0,1
012210122,5,1
012210200,7,17
012210201,7,4
012210202,7,5
012210210,-3,-1
012210211,-3,-1
012210212,-3,-1
012210220,8,6
012210221,0,2
012210222,-2,1
012211000,7,11
012211001,7,4
012211002,7,3
012211010,-3,-1
012211011,-3,-1
012211012,-3,-1
012211020,8,2
012211021,0,1
012211022,6,1
012211100,7,5
012211101,7,2
012211102,7,1
012211110,-3,-1
012211111,-3,-1
012211112,-3,-1
012211120,8,0
012211121,0,1
012211122,0,0
012211200,7,5
012211201,7,2
012211202,7,2
012211210,-3,-1
012211211,-3,-1
012211212,-3,-1
012211220,8,2
012211221,0,1
012211222,-2,1
012212000,7,13
012212001,7,4
012212002,-2,1
012212010,-3,-1
012212011,-3,-1
012212012,-3,-1
012212020,8,4
012212021,0,1
012212022,-2,1
012212100,7,5
012212101,7,2
012212102,-2,1
012212110,-3,-1
012212111,-3,-1
012212112,-3,-1
012212120,8,1
012212121,0,1
012212122,-2,1
012212200,7,5
012212201,7,2
012212202,-2,1
012212210,-3,-1
012212211,-3,-1
012212212,-3,-1
012212220,8,2
012212221,0,1
012212222,-2,1
012220000,8,56
012220001,7,14
012220002,7,15
012220010,8,18
012220011,6,5
012220012,6,6
012220020,8,18
012220021,6,4
012220022,6,6
012220100,8,13
012220101,7,3
012220102,7,4
012220110,8,3
012220111,-3,-1
012220112,5,2
012220120,8,2
012220121,5,1
012220122,5,2
012220200,-2,1
012220201,-2,1
012220202,-2,1
012220210,-2,1
012220211,-2,1
012220212,-2,1
012220220,-2,1
012220221,-2,1
012220222,-2,1
012221000,8,13
012221001,7,4
012221002,7,4
012221010,8,4
012221011,6,2
012221012,6,2
012221020,8,2
012221021,6,1
012221022,6,2
012221100,8,2
012221101,7,1
012221102,7,1
012221110,8,1
012221111,-3,-1
012221112,0,0
012221120,8,0
012221121,0,0
012221122,0,0
012221200,-2,1
012221201,-2,1
012221202,-2,1
012221210,-2,1
012221211,-2,1
012221212,-2,1
012221220,-2,1
012221221,-2,1
012221222,-2,1
012222000,-2,1
012222001,-2,1
012222002,-2,1
012222010,-2,1
012222011,-2,1
012222012,-2,1
012222020,-2,1
012222021,-2,1
012222022,-2,1
012222100,-2,1
012222101,-2,1
012222102,-2,1
012222110,-2,1
012222111,-3,-1
012222112,-2,1
012222120,-2,1
012222121,-2,1
012222122,-2,1
012222200,-2,1
012222201,-2,1
012222202,-2,1
012222210,-2,1
012222211,-2,1
012222212,-2,1
012222220,-2,1
012222221,-2,1
012222222,-2,1
020000000,8,24408
020000001,7,2838
020000002,7,2864
020000010,8,3058
020000011,6,337
020000012,6,432
020000020,8,2774
020000021,6,421
020000022,6,346
020000100,8,2838
020000101,7,313
020000102,7,480
020000110,8,337
020000111,-3,-1
020000112,5,84
020000120,8,421
020000121,5,80
020000122,5,78
020000200,8,2864
020000201,7,480
020000202,7,425
020000210,8,432
020000211,5,84
020000212,5,60
020000220,8,346
020000221,5,78
020000222,-2,1
020001000,8,2948
020001001,2,353
020001002,7,448
020001010,8,440
020001011,6,44
020001012,6,66
020001020,8,405
020001021,2,61
020001022,6,64
020001100,8,416
020001101,7,38
020001102,7,78
020001110,8,67
020001111,-3,-1
020001112,4,16
020001120,8,80
020001121,2,17
020001122,4,17
020001200,8,464
020001201,2,73
020001202,7,72
020001210,8,84
020001211,2,19
020001212,4,16
020001220,8,72
020001221,2,17
020001222,-2,1
020002000,8,3280
020002001,7,504
020002002,7,449
020002010,8,472
020002011,6,55
020002012,6,64
020002020,8,473
020002021,6,82
020002022,6,60
020002100,8,520
020002101,7,67
020002102,7,90
020002110,8,73
020002111,-3,-1
020002112,4,21
020002120,8,90
020002121,4,21
020002122,4,18
020002200,8,552
020002201,7,90
020002202,7,80
020002210,8,72
020002211,4,20
020002212,4,21
020002220,8,80
020002221,4,21
020002222,-2,1
020010000,8,2694
020010001,0,289
020010002,7,432
020010010,8,400
020010011,6,44
020010012,6,72
020010020,8,488
020010021,0,67
020010022,6,78
020010100,2,289
020010101,7,27
020010102,2,61
020010110,8,44
020010111,-3,-1
020010112,2,15
020010120,2,67
020010121,2,14
020010122,2,15
020010200,8,432
020010201,0,61
020010202,7,60
020010210,8,72
020010211,0,15
020010212,5,12
020010220,8,78
020010221,0,15
020010222,-2,1
020011000,3,297
020011001,3,27
020011002,3,55
020011010,3,61
020011011,6,4
020011012,3,11
020011020,3,67
020011021,3,9
020011022,3,13
020011100,3,44
020011101,7,4
020011102,3,10
020011110,8,9
020011111,-3,-1
020011112,3,4
020011120,3,14
020011121,3,3
020011122,3,4
020011200,3,61
020011201,3,9
020011202,3,13
020011210,3,15
020011211,3,3
020011212,3,3
020011220,3,17
020011221,3,3
020011222,-2,1
020012000,8,484
020012001,0,61
020012002,7,70
020012010,8,78
020012011,6,10
020012012,6,13
020012020,8,96
020012021,0,15
020012022,6,18
020012100,2,67
020012101,7,9
020012102,2,16
020012110,8,14
020012111,-3,-1
020012112,2,5
020012120,2,19
020012121,2,4
020012122,2,5
020012200,8,78
020012201,0,15
020012202,7,18
020012210,8,16
020012211,0,3
020012212,3,2
020012220,8,21
020012221,0,3
020012222,-2,1
020020000,8,2230
020020001,7,381
020020002,7,322
020020010,8,448
020020011,6,67
020020012,6,64
020020020,-2,1
020020021,-2,1
020020022,-2,1
020020100,8,381
020020101,7,57
020020102,7,64
020020110,8,67
020020111,-3,-1
020020112,5,17
020020120,-2,1
020020121,-2,1
020020122,-2,1
020020200,8,322
020020201,7,64
020020202,7,60
020020210,8,64
020020211,5,17
020020212,5,18
020020220,-2,1
020020221,-2,1
020020222,-2,1
020021000,8,377
020021001,2,67
020021002,7,56
020021010,8,84
020021011,6,14
020021012,6,13
020021020,-2,1
020021021,-2,1
020021022,-2,1
020021100,8,74
020021101,7,12
020021102,7,14
020021110,8,15
020021111,-3,-1
020021112,3,4
020021120,-2,1
020021121,-2,1
020021122,-2,1
020021200,8,64
020021201,2,14
020021202,7,15
020021210,8,17
020021211,2,5
020021212,3,4
020021220,-2,1
020021221,-2,1
020021222,-2,1
020022000,8,298
020022001,7,64
020022002,7,40
020022010,8,72
020022011,6,13
020022012,6,15
020022020,-2,1
020022021,-2,1
020022022,-2,1
020022100,8,72
020022101,7,14
020022102,7,12
020022110,8,17
020022111,-3,-1
020022112,3,6
020022120,-2,1
020022121,-2,1
020022122,-2,1
020022200,8,60
020022201,7,15
020022202,7,12
020022210,8,18
020022211,3,4
020022212,3,6
020022220,-2,1
020022221,-2,1
020022222,-2,1
020100000,8,2948
020100001,7,416
020100002,7,464
020100010,8,440
020100011,6,67
020100012,6,84
020100020,8,405
020100021,6,80
020100022,6,72
020100100,0,353
020100101,7,38
020100102,0,73
020100110,8,44
020100111,-3,-1
020100112,0,19
020100120,0,61
020100121,0,17
020100122,0,17
020100200,8,448
020100201,7,78
020100202,7,72
020100210,8,66
020100211,5,16
020100212,5,16
020100220,8,64
020100221,5,17
020100222,-2,1
020101000,4,357
020101001,4,44
020101002,4,67
020101010,4,67
020101011,6,9
020101012,4,15
020101020,4,57
020101021,4,12
020101022,4,14
020101100,4,44
020101101,7,4
020101102,4,14
020101110,8,9
020101111,-3,-1
020101112,4,4
020101120,4,12
020101121,4,3
020101122,4,4
020101200,4,67
020101201,4,14
020101202,4,17
020101210,4,15
020101211,4,4
020101212,4,3
020101220,4,14
020101221,4,4
020101222,-2,1
020102000,8,472
020102001,7,78
020102002,7,72
020102010,8,72
020102011,6,11
020102012,6,13
020102020,8,84
020102021,6,17
020102022,6,15
020102100,0,73
020102101,7,14
020102102,0,17
020102110,8,14
020102111,-3,-1
020102112,0,5
020102120,0,17
020102121,0,5
020102122,0,5
020102200,8,72
020102201,7,16
020102202,7,18
020102210,8,12
020102211,4,2
020102212,4,2
020102220,8,18
020102221,4,4
020102222,-2,1
020110000,5,297
020110001,5,44
020110002,5,61
020110010,5,61
020110011,6,9
020110012,5,15
020110020,5,67
020110021,5,14
020110022,5,17
020110100,5,27
020110101,7,4
020110102,5,9
020110110,8,4
020110111,-3,-1
020110112,5,3
020110120,5,9
020110121,5,3
020110122,5,3
020110200,5,55
020110201,5,10
020110202,5,13
020110210,5,11
020110211,5,4
020110212,5,3
020110220,5,13
020110221,5,4
020110222,-2,1
020111000,-3,-1
020111001,-3,-1
020111002,-3,-1
020111010,-3,-1
020111011,-3,-1
020111012,-3,-1
020111020,-3,-1
020111021,-3,-1
020111022,-3,-1
020111100,-3,-1
020111101,-3,-1
020111102,-3,-1
020111110,-3,-1
020111111,-3,-1
020111112,-3,-1
020111120,-3,-1
020111121,-3,-1
020111122,-3,-1
020111200,-3,-1
020111201,-3,-1
020111202,-3,-1
020111210,-3,-1
020111211,-3,-1
020111212,-3,-1
020111220,-3,-1
020111221,-3,-1
020111222,-3,-1
020112000,8,78
020112001,0,15
020112002,7,17
020112010,8,16
020112011,6,4
020112012,6,4
020112020,8,20
020112021,0,5
020112022,6,6
020112100,2,14
020112101,7,3
020112102,2,4
020112110,8,3
020112111,-3,-1
020112112,2,2
020112120,2,4
020112121,2,2
020112122,2,2
020112200,8,16
020112201,0,3
020112202,7,4
020112210,8,2
020112211,0,1
020112212,2,1
020112220,8,4
020112221,0,1
020112222,-2,1
020120000,8,377
020120001,7,74
020120002,7,64
020120010,8,84
020120011,6,15
020120012,6,17
020120020,-2,1
020120021,-2,1
020120022,-2,1
020120100,0,67
020120101,7,12
020120102,0,14
020120110,8,14
020120111,-3,-1
020120112,0,5
020120120,-2,1
020120121,-2,1
020120122,-2,1
020120200,8,56
020120201,7,14
020120202,7,15
020120210,8,13
020120211,5,4
020120212,5,4
020120220,-2,1
020120221,-2,1
020120222,-2,1
020121000,8,80
020121001,2,17
020121002,7,18
020121010,8,20
020121011,6,4
020121012,6,4
020121020,-2,1
020121021,-2,1
020121022,-2,1
020121100,0,17
020121101,7,3
020121102,0,5
020121110,8,4
020121111,-3,-1
020121112,0,2
020121120,-2,1
020121121,-2,1
020121122,-2,1
020121200,8,18
020121201,2,5
020121202,7,6
020121210,8,4
020121211,2,2
020121212,2,2
020121220,-2,1
020121221,-2,1
020121222,-2,1
020122000,8,72
020122001,7,17
020122002,7,15
020122010,8,16
020122011,6,3
020122012,6,4
020122020,-2,1
020122021,-2,1
020122022,-2,1
020122100,0,17
020122101,7,4
020122102,0,5
020122110,8,4
020122111,-3,-1
020122112,0,2
020122120,-2,1
020122121,-2,1
020122122,-2,1
020122200,8,18
020122201,7,4
020122202,7,6
020122210,8,2
020122211,2,1
020122212,2,2
020122220,-2,1
020122221,-2,1
020122222,-2,1
020200000,8,3280
020200001,7,520
020200002,7,552
020200010,8,472
020200011,6,73
020200012,6,72
020200020,8,473
020200021,6,90
020200022,6,80
020200100,8,504
020200101,7,67
020200102,7,90
020200110,8,55
020200111,-3,-1
020200112,5,20
020200120,8,82
020200121,5,21
020200122,5,21
020200200,8,449
020200201,7,90
020200202,7,80
020200210,8,64
020200211,5,21
020200212,5,21
020200220,8,60
020200221,5,18
020200222,-2,1
020201000,8,472
020201001,2,73
020201002,7,72
020201010,8,72
020201011,6,14
020201012,6,12
020201020,8,84
020201021,2,17
020201022,6,18
020201100,8,78
020201101,7,14
020201102,7,16
020201110,8,11
020201111,-3,-1
020201112,4,2
020201120,8,17
020201121,2,5
020201122,4,4
020201200,8,72
020201201,2,17
020201202,7,18
020201210,8,13
020201211,2,5
020201212,4,2
020201220,8,15
020201221,2,5
020201222,-2,1
020202000,8,473
020202001,7,90
020202002,7,80
020202010,8,84
020202011,6,17
020202012,6,18
020202020,8,100
020202021,6,21
020202022,6,15
020202100,8,90
020202101,7,17
020202102,7,18
020202110,8,17
020202111,-3,-1
020202112,4,6
020202120,8,21
020202121,4,6
020202122,4,6
020202200,8,80
020202201,7,18
020202202,7,12
020202210,8,18
020202211,4,6
020202212,4,6
020202220,8,15
020202221,4,6
020202222,-2,1
020210000,8,484
020210001,0,67
020210002,7,78
020210010,8,78
020210011,6,14
020210012,6,16
020210020,8,96
020210021,0,19
020210022,6,21
020210100,2,61
020210101,7,9
020210102,2,15
020210110,8,10
020210111,-3,-1
020210112,2,3
020210120,2,15
020210121,2,4
020210122,2,3
020210200,8,70
020210201,0,16
020210202,7,18
020210210,8,13
020210211,0,5
020210212,5,2
020210220,8,18
020210221,0,5
020210222,-2,1
020211000,8,78
020211001,2,14
020211002,7,16
020211010,8,16
020211011,6,3
020211012,6,2
020211020,8,20
020211021,2,4
020211022,6,4
020211100,2,15
020211101,7,3
020211102,2,3
020211110,8,4
020211111,-3,-1
020211112,2,1
020211120,2,5
020211121,2,2
020211122,2,1
020211200,8,17
020211201,2,4
020211202,7,4
020211210,8,4
020211211,2,2
020211212,2,1
020211220,8,6
020211221,2,2
020211222,-2,1
020212000,8,96
020212001,0,19
020212002,7,21
020212010,8,20
020212011,6,4
020212012,6,4
020212020,8,24
020212021,0,5
020212022,6,6
020212100,2,19
020212101,7,3
020212102,2,5
020212110,8,4
020212111,-3,-1
020212112,2,2
020212120,2,5
020212121,2,2
020212122,2,2
020212200,8,21
020212201,0,5
020212202,7,6
020212210,8,4
020212211,0,2
020212212,2,2
020212220,8,6
020212221,0,2
020212222,-2,1
020220000,8,298
020220001,7,72
020220002,7,60
020220010,8,72
020220011,6,17
020220012,6,18
020220020,-2,1
020220021,-2,1
020220022,-2,1
020220100,8,64
020220101,7,14
020220102,7,15
020220110,8,13
020220111,-3,-1
020220112,5,4
020220120,-2,1
020220121,-2,1
020220122,-2,1
020220200,8,40
020220201,7,12
020220202,7,12
020220210,8,15
020220211,5,6
020220212,5,6
020220220,-2,1
020220221,-2,1
020220222,-2,1
020221000,8,72
020221001,2,17
020221002,7,18
020221010,8,16
020221011,6,4
020221012,6,2
020221020,-2,1
020221021,-2,1
020221022,-2,1
020221100,8,17
020221101,7,4
020221102,7,4
020221110,8,3
020221111,-3,-1
020221112,2,1
020221120,-2,1
020221121,-2,1
020221122,-2,1
020221200,8,15
020221201,2,5
020221202,7,6
020221210,8,4
020221211,2,2
020221212,2,2
020221220,-2,1
020221221,-2,1
020221222,-2,1
020222000,-2,1
020222001,-2,1
020222002,-2,1
020222010,-2,1
020222011,-2,1
020222012,-2,1
020222020,-2,1
020222021,-2,1
020222022,-2,1
020222100,-2,1
020222101,-2,1
020222102,-2,1
020222110,-2,1
020222111,-3,-1
020222112,-2,1
020222120,-2,1
020222121,-2,1
020222122,-2,1
020222200,-2,1
020222201,-2,1
020222202,-2,1
020222210,-2,1
020222211,-2,1
020222212,-2,1
020222220,-2,1
020222221,-2,1
020222222,-2,1
021000000,8,2804
021000001,5,297
021000002,7,464
021000010,8,384
021000011,6,50
021000012,6,66
021000020,8,421
021000021,5,61
021000022,6,74
021000100,4,329
021000101,7,27
021000102,4,67
021000110,8,50
021000111,-3,-1
021000112,4,15
021000120,4,57
021000121,5,12
021000122,4,16
021000200,8,400
021000201,5,55
021000202,7,52
021000210,8,54
021000211,5,11
021000212,5,8
021000220,8,64
021000221,5,13
021000222,-2,1
021001000,8,301
021001001,-3,-1
021001002,7,72
021001010,8,73
021001011,-3,-1
021001012,6,12
021001020,8,61
021001021,-3,-1
021001022,6,18
021001100,8,50
021001101,-3,-1
021001102,4,15
021001110,8,14
021001111,-3,-1
021001112,4,5
021001120,8,12
021001121,-3,-1
021001122,4,5
021001200,8,55
021001201,-3,-1
021001202,7,17
021001210,8,11
021001211,-3,-1
021001212,4,2
021001220,8,14
021001221,-3,-1
021001222,-2,1
021002000,8,452
021002001,7,78
021002002,7,78
021002010,8,72
021002011,6,11
021002012,6,12
021002020,8,82
021002021,6,17
021002022,6,18
021002100,4,73
021002101,7,14
021002102,4,19
021002110,8,14
021002111,-3,-1
021002112,4,5
021002120,4,16
021002121,4,5
021002122,4,5
021002200,8,60
021002201,7,16
021002202,7,21
021002210,8,8
021002211,4,2
021002212,4,0
021002220,8,18
021002221,4,4
021002222,-2,1
021010000,6,273
021010001,6,33
021010002,6,55
021010010,6,67
021010011,6,9
021010012,6,11
021010020,6,67
021010021,6,9
021010022,6,16
021010100,-3,-1
021010101,-3,-1
021010102,-3,-1
021010110,-3,-1
021010111,-3,-1
021010112,-3,-1
021010120,-3,-1
021010121,-3,-1
021010122,-3,-1
021010200,8,66
021010201,5,10
021010202,7,13
021010210,8,12
021010211,5,4
021010212,5,2
